"","Har96hVsNaive_unique","NoHar96hVsNaive_unique","Har96hVsNaive_NoHar96hVsNaive_intersection"
"1333",NA,NA,"Cotl1"
"1334",NA,NA,"Cenpk"
"1335",NA,NA,"Usp18"
"1336",NA,NA,"Fam216a"
"1337",NA,NA,"Ndufa12"
"1338",NA,NA,"Atp8a1"
"1339",NA,NA,"Pfdn1"
"1340",NA,NA,"Slc31a1"
"1341",NA,NA,"Spats2"
"1342",NA,NA,"Ifit1bl1"
"1343",NA,NA,"Gusb"
"1344",NA,NA,"Ttc17"
"1345",NA,NA,"Zmynd19"
"1346",NA,NA,"Elf2"
"1347",NA,NA,"Far1"
"1348",NA,NA,"Ankle1"
"1349",NA,NA,"Anapc4"
"1350",NA,NA,"Dstn"
"1351",NA,NA,"Pde4d"
"1352",NA,NA,"Cep350"
"1353",NA,NA,"Carhsp1"
"1354",NA,NA,"Tk2"
"1355",NA,NA,"Neil3"
"1356",NA,NA,"Hk1"
"1357",NA,NA,"Acadl"
"1358",NA,NA,"Cfap43"
"1359",NA,NA,"Tmem147"
"1360",NA,NA,"Cnot6l"
"1361",NA,NA,"Kansl1"
"1362",NA,NA,"Hbegf"
"1363",NA,NA,"Uri1"
"1364",NA,NA,"Dyrk3"
"1365",NA,NA,"Zwilch"
"1366",NA,NA,"Hras"
"1367",NA,NA,"H2-Q4"
"1368",NA,NA,"Cd200r3"
"1369",NA,NA,"Ptger2"
"1370",NA,NA,"Rars"
"1371",NA,NA,"Rapgef1"
"1372",NA,NA,"Rbm14"
"1373",NA,NA,"Tnrc6c"
"1374",NA,NA,"Rpusd1"
"1375",NA,NA,"Procr"
"1376",NA,NA,"Sod2"
"1377",NA,NA,"Tgtp2"
"1378",NA,NA,"Plbd1"
"1379",NA,NA,"Cxxc1"
"1380",NA,NA,"Map6"
"1381",NA,NA,"Bace2"
"1382",NA,NA,"Atp10d"
"1383",NA,NA,"Parp10"
"1384",NA,NA,"Sipa1l1"
"1385",NA,NA,"Retreg1"
"1386",NA,NA,"Chd6"
"1387",NA,NA,"H1f4"
"1388",NA,NA,"Cnot9"
"1389",NA,NA,"Spire1"
"1390",NA,NA,"Smg9"
"1391",NA,NA,"Cdc123"
"1392",NA,NA,"Ifitm10"
"1393",NA,NA,"Ndufv2"
"1394",NA,NA,"Map2k3"
"1395",NA,NA,"Cul7"
"1396",NA,NA,"Traf4"
"1397",NA,NA,"Pafah1b2"
"1398",NA,NA,"Cit"
"1399",NA,NA,"Cyth1"
"1400",NA,NA,"Glo1"
"1401",NA,NA,"Park7"
"1402",NA,NA,"Vps13a"
"1403",NA,NA,"Rtp4"
"1404",NA,NA,"Marcksl1"
"1405",NA,NA,"Cenpn"
"1406",NA,NA,"Baiap3"
"1407",NA,NA,"Tnfrsf12a"
"1408",NA,NA,"9930111J21Rik2"
"1409",NA,NA,"Troap"
"1410",NA,NA,"Sptbn1"
"1411",NA,NA,"Hdhd5"
"1412",NA,NA,"Mrtfa"
"1413",NA,NA,"Cd209a"
"1414",NA,NA,"Coro1c"
"1415",NA,NA,"Syt11"
"1416",NA,NA,"Usp28"
"1417",NA,NA,"Fcgrt"
"1418",NA,NA,"Oasl1"
"1419",NA,NA,"Itga3"
"1420",NA,NA,"Pias1"
"1421",NA,NA,"Stk38l"
"1422",NA,NA,"Rhobtb2"
"1423",NA,NA,"Kat6a"
"1424",NA,NA,"Vdac3"
"1425",NA,NA,"Mcm10"
"1426",NA,NA,"Ska3"
"1427",NA,NA,"Nmral1"
"1428",NA,NA,"Tmem154"
"1429",NA,NA,"Kdm6b"
"1430",NA,NA,"Pafah1b1"
"1431",NA,NA,"Knl1"
"1432",NA,NA,"Tmem107"
"1433",NA,NA,"Ppp1r16a"
"1434",NA,NA,"Cela1"
"1435",NA,NA,"Ltb4r1"
"1436",NA,NA,"Atp6v1a"
"1437",NA,NA,"Vat1l"
"1438",NA,NA,"Fam117a"
"1439",NA,NA,"Fryl"
"1440",NA,NA,"Cops3"
"1441",NA,NA,"Abcb8"
"1442",NA,NA,"Adarb1"
"1443",NA,NA,"Tpbg"
"1444",NA,NA,"Ak5"
"1445",NA,NA,"Itgad"
"1446",NA,NA,"Ppp1r14b"
"1447",NA,NA,"Snx18"
"1448",NA,NA,"Pmm1"
"1449",NA,NA,"Ywhag"
"1450",NA,NA,"Ttk"
"1451",NA,NA,"Hars"
"1452",NA,NA,"Smurf2"
"1453",NA,NA,"Ccr9"
"1454",NA,NA,"Mrpl14"
"1455",NA,NA,"Prf1"
"1456",NA,NA,"Pparg"
"1457",NA,NA,"Purb"
"1458",NA,NA,"Cdkn3"
"1459",NA,NA,"Ccdc58"
"1460",NA,NA,"Rdh11"
"1461",NA,NA,"Cox19"
"1462",NA,NA,"Cacnb2"
"1463",NA,NA,"Tmie"
"1464",NA,NA,"Nup37"
"1465",NA,NA,"Rpa3"
"1466",NA,NA,"Dync1h1"
"1467",NA,NA,"4833420G17Rik"
"1468",NA,NA,"Dlg2"
"1469",NA,NA,"Nedd9"
"1470",NA,NA,"Clk2"
"1471",NA,NA,"Uba7"
"1472",NA,NA,"Hectd4"
"1473",NA,NA,"Slfn8"
"1474",NA,NA,"Gstm5"
"1475",NA,NA,"Prpf38b"
"1476",NA,NA,"1700037H04Rik"
"1477",NA,NA,"Tnfsf4"
"1478",NA,NA,"Bdh2"
"1479",NA,NA,"Cr1l"
"1480",NA,NA,"Xrn1"
"1481",NA,NA,"Bcat1"
"1482",NA,NA,"Egfl7"
"1483",NA,NA,"Mthfd1l"
"1484",NA,NA,"Gabrr2"
"1485",NA,NA,"Brf1"
"1486",NA,NA,"Neu3"
"1487",NA,NA,"Slc2a3"
"1488",NA,NA,"Arfip2"
"1489",NA,NA,"Cblb"
"1490",NA,NA,"Adamdec1"
"1491",NA,NA,"Hexim1"
"1492",NA,NA,"Zeb1"
"1493",NA,NA,"Aldh7a1"
"1494",NA,NA,"H2-M3"
"1495",NA,NA,"Mrpl18"
"1496",NA,NA,"Cox8a"
"1497",NA,NA,"Chd8"
"1498",NA,NA,"2510002D24Rik"
"1499",NA,NA,"Arid3b"
"1500",NA,NA,"Rfwd3"
"1501",NA,NA,"Cnih4"
"1502",NA,NA,"S100a8"
"1503",NA,NA,"C87436"
"1504",NA,NA,"Arhgef3"
"1505",NA,NA,"Sfxn3"
"1506",NA,NA,"Rpl13a"
"1507",NA,NA,"Fam193b"
"1508",NA,NA,"Sh3bp5"
"1509",NA,NA,"Prr13"
"1510",NA,NA,"Tmed3"
"1511",NA,NA,"Pira2"
"1512",NA,NA,"Kat2b"
"1513",NA,NA,"Filip1l"
"1514",NA,NA,"Gys1"
"1515",NA,NA,"Cep170b"
"1516",NA,NA,"Dusp22"
"1517",NA,NA,"Cops5"
"1518",NA,NA,"Sirpa"
"1519",NA,NA,"Mlxip"
"1520",NA,NA,"Brca1"
"1521",NA,NA,"Apoe"
"1522",NA,NA,"Zbtb2"
"1523",NA,NA,"Cenps"
"1524",NA,NA,"Rere"
"1525",NA,NA,"Ift43"
"1526",NA,NA,"Iqgap2"
"1527",NA,NA,"Myo1c"
"1528",NA,NA,"Ighv1-53"
"1529",NA,NA,"Atad5"
"1530",NA,NA,"Ctla2a"
"1531",NA,NA,"Cox6b1"
"1532",NA,NA,"Kifc1"
"1533",NA,NA,"Timm10"
"1534",NA,NA,"Arhgef19"
"1535",NA,NA,"Noct"
"1536",NA,NA,"Slco4a1"
"1537",NA,NA,"Sdc4"
"1538",NA,NA,"Tigd5"
"1539",NA,NA,"Phf11c"
"1540",NA,NA,"Lypd6b"
"1541",NA,NA,"Edc3"
"1542",NA,NA,"Cdkn2aip"
"1543",NA,NA,"Enkd1"
"1544",NA,NA,"Ryk"
"1545",NA,NA,"Oas2"
"1546",NA,NA,"Npepps"
"1547",NA,NA,"Elp5"
"1548",NA,NA,"Lif"
"1549",NA,NA,"Metap1"
"1550",NA,NA,"Prrt1"
"1551",NA,NA,"Hyal2"
"1552",NA,NA,"Diaph1"
"1553",NA,NA,"Alas2"
"1554",NA,NA,"Trip10"
"1555",NA,NA,"Ndufv3"
"1556",NA,NA,"Cd72"
"1557",NA,NA,"Plk3"
"1558",NA,NA,"Ipo5"
"1559",NA,NA,"Rbbp8"
"1560",NA,NA,"Insig2"
"1561",NA,NA,"Asns"
"1562",NA,NA,"Nefh"
"1563",NA,NA,"Car13"
"1564",NA,NA,"Slfn1"
"1565",NA,NA,"Zcchc7"
"1566",NA,NA,"Inpp1"
"1567",NA,NA,"Elovl6"
"1568",NA,NA,"Usp2"
"1569",NA,NA,"Fastkd3"
"1570",NA,NA,"Gas2"
"1571",NA,NA,"Znrf3"
"1572",NA,NA,"Cenpt"
"1573",NA,NA,"Ndufab1"
"1574",NA,NA,"Wdr54"
"1575",NA,NA,"Cdkn2c"
"1576",NA,NA,"Gprin3"
"1577",NA,NA,"Cisd3"
"1578",NA,NA,"Rab3il1"
"1579",NA,NA,"Fancd2"
"1580",NA,NA,"Prrg4"
"1581",NA,NA,"Aifm1"
"1582",NA,NA,"Ncs1"
"1583",NA,NA,"Gins1"
"1584",NA,NA,"Ehd4"
"1585",NA,NA,"Fubp3"
"1586",NA,NA,"Gab3"
"1587",NA,NA,"Mvb12a"
"1588",NA,NA,"Commd5"
"1589",NA,NA,"Ticrr"
"1590",NA,NA,"Snx25"
"1591",NA,NA,"Trbv13-3"
"1592",NA,NA,"Bicra"
"1593",NA,NA,"Gm5150"
"1594",NA,NA,"Robo3"
"1595",NA,NA,"Sox4"
"1596",NA,NA,"Abhd11"
"1597",NA,NA,"Mfng"
"1598",NA,NA,"St3gal4"
"1599",NA,NA,"Trbv13-2"
"1600",NA,NA,"Ints5"
"1601",NA,NA,"Crebrf"
"1602",NA,NA,"Rbm33"
"1603",NA,NA,"Zmym2"
"1604",NA,NA,"Med9"
"1605",NA,NA,"Kif3a"
"1606",NA,NA,"Nmi"
"1607",NA,NA,"Ift80"
"1608",NA,NA,"Cd1d1"
"1609",NA,NA,"4933430I17Rik"
"1610",NA,NA,"S100a9"
"1611",NA,NA,"Mgat1"
"1612",NA,NA,"Ddit4"
"1613",NA,NA,"Tedc1"
"1614",NA,NA,"mt-Nd2"
"1615",NA,NA,"Itpripl1"
"1616",NA,NA,"Zfp941"
"1617",NA,NA,"Dop1a"
"1618",NA,NA,"Ndufa11"
"1619",NA,NA,"Alas1"
"1620",NA,NA,"Xylt2"
"1621",NA,NA,"Rad54b"
"1622",NA,NA,"Pilra"
"1623",NA,NA,"H2bc11"
"1624",NA,NA,"Clspn"
"1625",NA,NA,"Zfp592"
"1626",NA,NA,"Crtap"
"1627",NA,NA,"Cd83"
"1628",NA,NA,"Gas2l1"
"1629",NA,NA,"Cd74"
"1630",NA,NA,"Tpr"
"1631",NA,NA,"Zfp868"
"1632",NA,NA,"C1qtnf1"
"1633",NA,NA,"Fsd1l"
"1634",NA,NA,"Nqo2"
"1635",NA,NA,"Adprm"
"1636",NA,NA,"Rtkn2"
"1637",NA,NA,"4833439L19Rik"
"1638",NA,NA,"Tmem63a"
"1639",NA,NA,"Akr1e1"
"1640",NA,NA,"Nemp1"
"1641",NA,NA,"Zdhhc2"
"1642",NA,NA,"Acss1"
"1643",NA,NA,"Fbxw9"
"1644",NA,NA,"Cd24a"
"1645",NA,NA,"Siglece"
"1646",NA,NA,"Cst7"
"1647",NA,NA,"Fam83d"
"1648",NA,NA,"Cd300a"
"1649",NA,NA,"Fnbp4"
"1650",NA,NA,"Pla2g7"
"1651",NA,NA,"Ccne2"
"1652",NA,NA,"Galt"
"1653",NA,NA,"Rilpl2"
"1654",NA,NA,"Gpsm2"
"1655",NA,NA,"Gch1"
"1656",NA,NA,"Coasy"
"1657",NA,NA,"Il17ra"
"1658",NA,NA,"D630039A03Rik"
"1659",NA,NA,"Rnf213"
"1660",NA,NA,"Itgb3"
"1661",NA,NA,"Nedd8"
"1662",NA,NA,"Baz2b"
"1663",NA,NA,"Mfsd13a"
"1664",NA,NA,"Arc"
"1665",NA,NA,"Tnrc6a"
"1666",NA,NA,"Trbv12-2"
"1667",NA,NA,"Abcc5"
"1668",NA,NA,"Jagn1"
"1669",NA,NA,"St8sia4"
"1670",NA,NA,"Gadd45b"
"1671",NA,NA,"Dipk1a"
"1672",NA,NA,"Numa1"
"1673",NA,NA,"Morn4"
"1674",NA,NA,"Depdc1b"
"1675",NA,NA,"Rbm48"
"1676",NA,NA,"Myh11"
"1677",NA,NA,"Chchd6"
"1678",NA,NA,"Klrg1"
"1679",NA,NA,"Plekha1"
"1680",NA,NA,"Bcl2l11"
"1681",NA,NA,"Il6st"
"1682",NA,NA,"Cyth3"
"1683",NA,NA,"Tnfsf11"
"1684",NA,NA,"Tnfsf9"
"1685",NA,NA,"Entpd6"
"1686",NA,NA,"Dpf1"
"1687",NA,NA,"Faah"
"1688",NA,NA,"Grtp1"
"1689",NA,NA,"Hmox2"
"1690",NA,NA,"Wls"
"1691",NA,NA,"Necap1"
"1692",NA,NA,"Klhdc1"
"1693",NA,NA,"Shld1"
"1694",NA,NA,"Rnf157"
"1695",NA,NA,"Kdelr2"
"1696",NA,NA,"Errfi1"
"1697",NA,NA,"Mrpl44"
"1698",NA,NA,"Mob3c"
"1699",NA,NA,"Aspm"
"1700",NA,NA,"Uqcc2"
"1701",NA,NA,"P4ha1"
"1702",NA,NA,"Trim16"
"1703",NA,NA,"Tbc1d2b"
"1704",NA,NA,"Trgc2"
"1705",NA,NA,"Foxj2"
"1706",NA,NA,"Arl4d"
"1707",NA,NA,"Zcchc12"
"1708",NA,NA,"Cd274"
"1709",NA,NA,"Ifitm2"
"1710",NA,NA,"Ppih"
"1711",NA,NA,"Mycbp"
"1712",NA,NA,"Slpi"
"1713",NA,NA,"Cbl"
"1714",NA,NA,"Rps27"
"1715",NA,NA,"Trat1"
"1716",NA,NA,"Polr3k"
"1717",NA,NA,"Tut4"
"1718",NA,NA,"Ttyh3"
"1719",NA,NA,"Neil1"
"1720",NA,NA,"Nipsnap1"
"1721",NA,NA,"Ddx3y"
"1722",NA,NA,"Kcnj10"
"1723",NA,NA,"Syne2"
"1724",NA,NA,"Dusp8"
"1725",NA,NA,"Maged2"
"1726",NA,NA,"Aak1"
"1727",NA,NA,"Smim33"
"1728",NA,NA,"Gpr174"
"1729",NA,NA,"Usp24"
"1730",NA,NA,"Gnaz"
"1731",NA,NA,"Pced1b"
"1732",NA,NA,"Mindy4"
"1733",NA,NA,"Timp2"
"1734",NA,NA,"Kdelr3"
"1735",NA,NA,"Nf2"
"1736",NA,NA,"Pla2g2d"
"1737",NA,NA,"Cercam"
"1738",NA,NA,"Igsf6"
"1739",NA,NA,"Zfp831"
"1740",NA,NA,"Fanci"
"1741",NA,NA,"St8sia1"
"1742",NA,NA,"Tln1"
"1743",NA,NA,"Huwe1"
"1744",NA,NA,"Aifm2"
"1745",NA,NA,"Sgo2a"
"1746",NA,NA,"Akip1"
"1747",NA,NA,"Rnf32"
"1748",NA,NA,"Gtf2e2"
"1749",NA,NA,"Repin1"
"1750",NA,NA,"Fam98c"
"1751",NA,NA,"Tmc6"
"1752",NA,NA,"Tmem70"
"1753",NA,NA,"Dsg2"
"1754",NA,NA,"Ctnnb1"
"1755",NA,NA,"Nxt1"
"1756",NA,NA,"Igsf23"
"1757",NA,NA,"Zfp68"
"1758",NA,NA,"Rnf38"
"1759",NA,NA,"Mcf2l"
"1760",NA,NA,"Ly6c2"
"1761",NA,NA,"Zmat3"
"1762",NA,NA,"Elob"
"1763",NA,NA,"Stab1"
"1764",NA,NA,"Fhip2a"
"1765",NA,NA,"Mtfr2"
"1766",NA,NA,"Poldip2"
"1767",NA,NA,"Inpp5f"
"1768",NA,NA,"Rhob"
"1769",NA,NA,"Tsen34"
"1770",NA,NA,"Qpct"
"1771",NA,NA,"Hck"
"1772",NA,NA,"Cttn"
"1773",NA,NA,"Bod1l"
"1774",NA,NA,"Muc1"
"1775",NA,NA,"Brip1"
"1776",NA,NA,"Dop1b"
"1777",NA,NA,"Bmp1"
"1778",NA,NA,"Ydjc"
"1779",NA,NA,"Carmil2"
"1780",NA,NA,"Ebf1"
"1781",NA,NA,"Klra8"
"1782",NA,NA,"Emid1"
"1783",NA,NA,"Adora2b"
"1784",NA,NA,"Ascc3"
"1785",NA,NA,"Hacd1"
"1786",NA,NA,"B4galt2"
"1787",NA,NA,"Ska1"
"1788",NA,NA,"Zhx2"
"1789",NA,NA,"Sys1"
"1790",NA,NA,"Xaf1"
"1791",NA,NA,"Lztr1"
"1792",NA,NA,"Nup133"
"1793",NA,NA,"Polk"
"1794",NA,NA,"Wdr90"
"1795",NA,NA,"Zscan10"
"1796",NA,NA,"Cic"
"1797",NA,NA,"Rufy2"
"1798",NA,NA,"Mllt10"
"1799",NA,NA,"Rbm4b"
"1800",NA,NA,"Mrpl34"
"1801",NA,NA,"Vegfa"
"1802",NA,NA,"Setd2"
"1803",NA,NA,"Vps13b"
"1804",NA,NA,"Fam20a"
"1805",NA,NA,"Ctso"
"1806",NA,NA,"Sla2"
"1807",NA,NA,"Git2"
"1808",NA,NA,"Arl1"
"1809",NA,NA,"Tspan14"
"1810",NA,NA,"Haus1"
"1811",NA,NA,"Nedd4l"
"1812",NA,NA,"Siah1a"
"1813",NA,NA,"Arhgef9"
"1814",NA,NA,"Nudt1"
"1815",NA,NA,"BC147527"
"1816",NA,NA,"Tmem191"
"1817",NA,NA,"Gpsm3"
"1818",NA,NA,"Zfp236"
"1819",NA,NA,"Herc1"
"1820",NA,NA,"Mdn1"
"1821",NA,NA,"Srpk2"
"1822",NA,NA,"Ifit3"
"1823",NA,NA,"Tg"
"1824",NA,NA,"Akr1c13"
"1825",NA,NA,"Pxmp2"
"1826",NA,NA,"St3gal6"
"1827",NA,NA,"Tmem129"
"1828",NA,NA,"Sco1"
"1829",NA,NA,"Boll"
"1830",NA,NA,"Dnlz"
"1831",NA,NA,"Ssx2ip"
"1832",NA,NA,"Hdlbp"
"1833",NA,NA,"Cchcr1"
"1834",NA,NA,"Trbv15"
"1835",NA,NA,"Pxmp4"
"1836",NA,NA,"Wdr31"
"1837",NA,NA,"Zfand3"
"1838",NA,NA,"Map1lc3a"
"1839",NA,NA,"Snrpd2"
"1840",NA,NA,"Dgkk"
"1841",NA,NA,"Nr4a3"
"1842",NA,NA,"Cpm"
"1843",NA,NA,"Chkb"
"1844",NA,NA,"Cnga1"
"1845",NA,NA,"Pidd1"
"1846",NA,NA,"Cenpp"
"1847",NA,NA,"Pirb"
"1848",NA,NA,"Ppme1"
"1849",NA,NA,"Cd80"
"1850",NA,NA,"Ints10"
"1851",NA,NA,"Xrcc3"
"1852",NA,NA,"Fyco1"
"1853",NA,NA,"Clec4n"
"1854",NA,NA,"Dennd10"
"1855",NA,NA,"Slc25a15"
"1856",NA,NA,"Rad52"
"1857",NA,NA,"Nipa2"
"1858",NA,NA,"Parp8"
"1859",NA,NA,"Ppfia4"
"1860",NA,NA,"Smg5"
"1861",NA,NA,"Gstt4"
"1862",NA,NA,"Rad1"
"1863",NA,NA,"Flcn"
"1864",NA,NA,"Jcad"
"1865",NA,NA,"Cptp"
"1866",NA,NA,"Dennd4a"
"1867",NA,NA,"Ap3m2"
"1868",NA,NA,"Gpd1l"
"1869",NA,NA,"Trim39"
"1870",NA,NA,"Kmt2b"
"1871",NA,NA,"E2f7"
"1872",NA,NA,"St6galnac6"
"1873",NA,NA,"Ehd1"
"1874",NA,NA,"Unc119b"
"1875",NA,NA,"Zfp212"
"1876",NA,NA,"Rassf3"
"1877",NA,NA,"Txndc17"
"1878",NA,NA,"9930111J21Rik1"
"1879",NA,NA,"Tmem121"
"1880",NA,NA,"Ubfd1"
"1881",NA,NA,"Ppp1r13l"
"1882",NA,NA,"Map3k20"
"1883",NA,NA,"Gfus"
"1884",NA,NA,"Kif18a"
"1885",NA,NA,"Samd8"
"1886",NA,NA,"Trpm1"
"1887",NA,NA,"Btbd6"
"1888",NA,NA,"Evi2a"
"1889",NA,NA,"Acvrl1"
"1890",NA,NA,"Lyz2"
"1891",NA,NA,"Pros1"
"1892",NA,NA,"Pear1"
"1893",NA,NA,"Psmc3ip"
"1894",NA,NA,"Slc17a6"
"1895",NA,NA,"Scaper"
"1896",NA,NA,"Il3"
"1897",NA,NA,"Flot1"
"1898",NA,NA,"Gm35315"
"1899",NA,NA,"Smad5"
"1900",NA,NA,"Ube2d1"
"1901",NA,NA,"Ccdc34"
"1902",NA,NA,"Igkv8-30"
"1903",NA,NA,"Phf14"
"1904",NA,NA,"Ak6"
"1905",NA,NA,"Iars"
"1906",NA,NA,"Cpt1c"
"1907",NA,NA,"Lap3"
"1908",NA,NA,"Slc2a6"
"1909",NA,NA,"Cyb561"
"1910",NA,NA,"Eml2"
"1911",NA,NA,"Ptpre"
"1912",NA,NA,"Oas1a"
"1913",NA,NA,"Ndufc1"
"1914",NA,NA,"Med13"
"1915",NA,NA,"Dmtf1"
"1916",NA,NA,"Pask"
"1917",NA,NA,"Thap3"
"1918",NA,NA,"Cln6"
"1919",NA,NA,"Pola1"
"1920",NA,NA,"Aven"
"1921",NA,NA,"Sipa1"
"1922",NA,NA,"Smc6"
"1923",NA,NA,"Rsf1"
"1924",NA,NA,"Lcn4"
"1925",NA,NA,"Iqgap3"
"1926",NA,NA,"Pop1"
"1927",NA,NA,"Lamc1"
"1928",NA,NA,"Cd300e"
"1929",NA,NA,"Cldn10"
"1930",NA,NA,"Fam185a"
"1931",NA,NA,"Rida"
"1932",NA,NA,"Arhgef40"
"1933",NA,NA,"Ncmap"
"1934",NA,NA,"Anks3"
"1935",NA,NA,"Slc33a1"
"1936",NA,NA,"Osm"
"1937",NA,NA,"Kifbp"
"1938",NA,NA,"L1cam"
"1939",NA,NA,"Rsbn1"
"1940",NA,NA,"Srd5a1"
"1941",NA,NA,"Kbtbd6"
"1942",NA,NA,"Rad50"
"1943",NA,NA,"Cpt2"
"1944",NA,NA,"Ifit2"
"1945",NA,NA,"Mnd1"
"1946",NA,NA,"Trim56"
"1947",NA,NA,"Tmc8"
"1948",NA,NA,"Tlr7"
"1949",NA,NA,"Pcyox1"
"1950",NA,NA,"Tnni3"
"1951",NA,NA,"Bach1"
"1952",NA,NA,"Impg2"
"1953",NA,NA,"Hmgcr"
"1954",NA,NA,"Tbc1d4"
"1955",NA,NA,"Nudcd1"
"1956",NA,NA,"Nktr"
"1957",NA,NA,"Mydgf"
"1958",NA,NA,"Hcar2"
"1959",NA,NA,"Tasor2"
"1960",NA,NA,"Camk2b"
"1961",NA,NA,"Gramd4"
"1962",NA,NA,"Zfp580"
"1963",NA,NA,"Itpa"
"1964",NA,NA,"Rcor1"
"1965",NA,NA,"A630001G21Rik"
"1966",NA,NA,"Slc46a3"
"1967",NA,NA,"Ift22"
"1968",NA,NA,"Ddx60"
"1969",NA,NA,"Clec4a2"
"1970",NA,NA,"G6pc3"
"1971",NA,NA,"Nmnat1"
"1972",NA,NA,"Spata24"
"1973",NA,NA,"Gatc"
"1974",NA,NA,"Klf9"
"1975",NA,NA,"Tnip3"
"1976",NA,NA,"Lrrc40"
"1977",NA,NA,"Ifit1"
"1978",NA,NA,"Mgst3"
"1979",NA,NA,"Ccdc9"
"1980",NA,NA,"Fancg"
"1981",NA,NA,"Ctsh"
"1982",NA,NA,"Znfx1"
"1983",NA,NA,"Timd4"
"1984",NA,NA,"Rapgef4"
"1985",NA,NA,"Vegfb"
"1986",NA,NA,"Avpi1"
"1987",NA,NA,"Pkp2"
"1988",NA,NA,"Ifnar1"
"1989",NA,NA,"Oscp1"
"1990",NA,NA,"Ncr1"
"1991",NA,NA,"Aff1"
"1992",NA,NA,"Clec1b"
"1993",NA,NA,"Sestd1"
"1994",NA,NA,"Rreb1"
"1995",NA,NA,"H2bc12"
"1996",NA,NA,"H2-T24"
"1997",NA,NA,"Gins3"
"1998",NA,NA,"Ankrd50"
"1999",NA,NA,"Fanca"
"2000",NA,NA,"Ms4a4c"
"2001",NA,NA,"Ddx28"
"2002",NA,NA,"Entpd5"
"2003",NA,NA,"Fbxo32"
"2004",NA,NA,"Unc13a"
"2005",NA,NA,"Map3k3"
"2006",NA,NA,"Ttc28"
"2007",NA,NA,"Itpka"
"2008",NA,NA,"Gbp6"
"2009",NA,NA,"Cdk19"
"2010",NA,NA,"Brd1"
"2011",NA,NA,"Slfn5"
"2012",NA,NA,"Polh"
"2013",NA,NA,"Med18"
"2014",NA,NA,"Emc8"
"2015",NA,NA,"Mfap1b"
"2016",NA,NA,"Ube2t"
"2017",NA,NA,"Kdm3b"
"2018",NA,NA,"Pctp"
"2019",NA,NA,"Scg5"
"2020",NA,NA,"Senp6"
"2021",NA,NA,"Cd177"
"2022",NA,NA,"Gskip"
"2023",NA,NA,"Cenpl"
"2024",NA,NA,"Glod4"
"2025",NA,NA,"Tnc"
"2026",NA,NA,"Vps13c"
"2027",NA,NA,"Slc15a3"
"2028",NA,NA,"Cyfip1"
"2029",NA,NA,"Elane"
"2030",NA,NA,"Psmb10"
"2031",NA,NA,"App"
"2032",NA,NA,"Msl1"
"2033",NA,NA,"Ppp1r14c"
"2034",NA,NA,"Cox7a2"
"2035",NA,NA,"Lmna"
"2036",NA,NA,"Apol8"
"2037",NA,NA,"Ap3s2"
"2038",NA,NA,"Sesn2"
"2039",NA,NA,"Depdc1a"
"2040",NA,NA,"Fbxo11"
"2041",NA,NA,"Pierce1"
"2042",NA,NA,"Pcsk4"
"2043",NA,NA,"Plxdc1"
"2044",NA,NA,"Cops7b"
"2045",NA,NA,"Bmpr1a"
"2046",NA,NA,"Akap1"
"2047",NA,NA,"Zfp652"
"2048",NA,NA,"Rnf208"
"2049",NA,NA,"Tmem106c"
"2050",NA,NA,"Arrdc3"
"2051",NA,NA,"Zfp644"
"2052",NA,NA,"Afap1"
"2053",NA,NA,"St14"
"2054",NA,NA,"Col6a2"
"2055",NA,NA,"Isg15"
"2056",NA,NA,"Card6"
"2057",NA,NA,"Tmub1"
"2058",NA,NA,"Clec12a"
"2059",NA,NA,"Lrrc23"
"2060",NA,NA,"Dclk1"
"2061",NA,NA,"Mpeg1"
"2062",NA,NA,"Dgkd"
"2063",NA,NA,"Zzef1"
"2064",NA,NA,"Reep1"
"2065",NA,NA,"Snrnp48"
"2066",NA,NA,"C1s2"
"2067",NA,NA,"Arhgef39"
"2068",NA,NA,"Tspan9"
"2069",NA,NA,"Tcf7l2"
"2070",NA,NA,"4930579G24Rik"
"2071",NA,NA,"Recql4"
"2072",NA,NA,"Aimp2"
"2073",NA,NA,"Kctd9"
"2074",NA,NA,"Skap2"
"2075",NA,NA,"Ndufaf1"
"2076",NA,NA,"Taf3"
"2077",NA,NA,"Cyria"
"2078",NA,NA,"Blm"
"2079",NA,NA,"Tex45"
"2080",NA,NA,"Cdon"
"2081",NA,NA,"Creg1"
"2082",NA,NA,"Bcam"
"2083",NA,NA,"Cul4a"
"2084",NA,NA,"Ints6l"
"2085",NA,NA,"Tmem205"
"2086",NA,NA,"Prr11"
"2087",NA,NA,"Cbr4"
"2088",NA,NA,"Tpd52l2"
"2089",NA,NA,"Ttc7"
"2090",NA,NA,"Gatm"
"2091",NA,NA,"Stxbp6"
"2092",NA,NA,"Akr1b8"
"2093",NA,NA,"Ampd1"
"2094",NA,NA,"Tsc22d2"
"2095",NA,NA,"Cmc2"
"2096",NA,NA,"Polg2"
"2097",NA,NA,"Fcer1g"
"2098",NA,NA,"Lbp"
"2099",NA,NA,"Msh6"
"2100",NA,NA,"Rlf"
"2101",NA,NA,"Coq7"
"2102",NA,NA,"Nrip1"
"2103",NA,NA,"Actr5"
"2104",NA,NA,"Romo1"
"2105",NA,NA,"Stx2"
"2106",NA,NA,"Armcx5"
"2107",NA,NA,"Rragd"
"2108",NA,NA,"Trdv2-2"
