"","Har5hVsNaive_unique","NoHar5hVsNaive_unique","Har5hVsNaive_NoHar5hVsNaive_intersection"
"1281","Fcgr3",NA,"Trp53i13"
"1282","Ropn1l",NA,"Zfp362"
"1283","Tom1l1",NA,"Card19"
"1284","Mdk",NA,"Galnt12"
"1285","Hpn",NA,"Gde1"
"1286","Fam110c",NA,"Mrps18a"
"1287","Acsbg3",NA,"Tlk1"
"1288","Ighd",NA,"C1qb"
"1289","Ripor3",NA,"Aig1"
"1290","Bcar3",NA,"Slc40a1"
"1291","Rab13",NA,"Cstf2"
"1292","Prss16",NA,"Pstk"
"1293","Sugct",NA,"Dcaf13"
"1294","Zfta",NA,"D11Wsu47e"
"1295","Bnip5",NA,"Acss1"
"1296","Nat8f1",NA,"Trim14"
"1297","Dnase1l2",NA,"Aak1"
"1298","Neil2",NA,"Crls1"
"1299","Fbxo27",NA,"Tmem11"
"1300","Phlda1",NA,"Hdac5"
"1301","Ankrd24",NA,"Tmem63a"
"1302","Fuom",NA,"Mafk"
"1303","Zfat",NA,"Fam185a"
"1304","Ptgir",NA,"Ndufab1"
"1305","Cd8a",NA,"Prmt7"
"1306","Gm8909",NA,"Sec13"
"1307","Gnb5",NA,"Nudcd1"
"1308","Madcam1",NA,"Nelfe"
"1309","Fam114a1",NA,"Nol12"
"1310","Col9a3",NA,"Dhx33"
"1311","Vwa1",NA,"Snrpd2"
"1312","Ighv1-64",NA,"Ccdc69"
"1313","Ighv1-55",NA,"Cd7"
"1314","Zfp14",NA,"Fam98a"
"1315","Spi1",NA,"Zscan10"
"1316","4930563E22Rik",NA,"Gab3"
"1317","Epor",NA,"Supt20"
"1318","Bcas1",NA,"Rbl2"
"1319","Emp2",NA,"Abcd1"
"1320","Ccdc17",NA,"Pck2"
"1321","Ccdc40",NA,"Ttll4"
"1322","6330403K07Rik",NA,"Pgd"
"1323","Vpreb1",NA,"Rdh11"
"1324","Slc10a1",NA,"Fasl"
"1325","Wdfy3",NA,"Slc39a14"
"1326","Oit3",NA,"Cd209a"
"1327","Fut10",NA,"E2f6"
"1328",NA,NA,"Esf1"
"1329",NA,NA,"Alg11"
"1330",NA,NA,"1700017B05Rik"
"1331",NA,NA,"Csnk2b"
"1332",NA,NA,"Bbs9"
"1333",NA,NA,"Fam111a"
"1334",NA,NA,"Rhobtb2"
"1335",NA,NA,"Hyal2"
"1336",NA,NA,"Rnf25"
"1337",NA,NA,"Ttc3"
"1338",NA,NA,"Rbmxl1"
"1339",NA,NA,"Cd1d1"
"1340",NA,NA,"Ssh1"
"1341",NA,NA,"Stmn1"
"1342",NA,NA,"Chd2"
"1343",NA,NA,"Chil5"
"1344",NA,NA,"2310061I04Rik"
"1345",NA,NA,"Nfkbib"
"1346",NA,NA,"Hectd2"
"1347",NA,NA,"Nudt4"
"1348",NA,NA,"Spata13"
"1349",NA,NA,"Myo18a"
"1350",NA,NA,"Tigd5"
"1351",NA,NA,"Usp18"
"1352",NA,NA,"Hmgn2"
"1353",NA,NA,"Sc5d"
"1354",NA,NA,"Hdac7"
"1355",NA,NA,"Pebp1"
"1356",NA,NA,"Stk11ip"
"1357",NA,NA,"Trbv13-2"
"1358",NA,NA,"Utp14a"
"1359",NA,NA,"Noa1"
"1360",NA,NA,"Eef1d"
"1361",NA,NA,"Rnf126"
"1362",NA,NA,"Zmym2"
"1363",NA,NA,"Gpn3"
"1364",NA,NA,"Dnajb11"
"1365",NA,NA,"Pigm"
"1366",NA,NA,"Smn1"
"1367",NA,NA,"Gpat4"
"1368",NA,NA,"Snrpd1"
"1369",NA,NA,"Mrpl12"
"1370",NA,NA,"Bud23"
"1371",NA,NA,"Nudt14"
"1372",NA,NA,"Denr"
"1373",NA,NA,"Slc25a33"
"1374",NA,NA,"Gpr83"
"1375",NA,NA,"Pgap6"
"1376",NA,NA,"Zc3h15"
"1377",NA,NA,"Mrpl16"
"1378",NA,NA,"Acoxl"
"1379",NA,NA,"Ripk3"
"1380",NA,NA,"Ncoa5"
"1381",NA,NA,"Fbxo32"
"1382",NA,NA,"Fcgr1"
"1383",NA,NA,"Sod2"
"1384",NA,NA,"Uba7"
"1385",NA,NA,"Psmd13"
"1386",NA,NA,"Trpv2"
"1387",NA,NA,"Srek1"
"1388",NA,NA,"Zfp212"
"1389",NA,NA,"Etv6"
"1390",NA,NA,"Smad7"
"1391",NA,NA,"Noct"
"1392",NA,NA,"Pkn1"
"1393",NA,NA,"Rrp7a"
"1394",NA,NA,"Uck2"
"1395",NA,NA,"Oser1"
"1396",NA,NA,"Runx3"
"1397",NA,NA,"Rpp38"
"1398",NA,NA,"Nedd4l"
"1399",NA,NA,"Plekhn1"
"1400",NA,NA,"Usp31"
"1401",NA,NA,"Sgsh"
"1402",NA,NA,"Slc16a5"
"1403",NA,NA,"Mtss1"
"1404",NA,NA,"Oard1"
"1405",NA,NA,"Xpo5"
"1406",NA,NA,"Unc93b1"
"1407",NA,NA,"Arl1"
"1408",NA,NA,"Insig2"
"1409",NA,NA,"Supt4a"
"1410",NA,NA,"Parp6"
"1411",NA,NA,"Zfp131"
"1412",NA,NA,"Abcc5"
"1413",NA,NA,"Adarb1"
"1414",NA,NA,"Hmgcr"
"1415",NA,NA,"Gtf2f2"
"1416",NA,NA,"Atg101"
"1417",NA,NA,"Eif4g1"
"1418",NA,NA,"Brix1"
"1419",NA,NA,"Tnpo1"
"1420",NA,NA,"Senp7"
"1421",NA,NA,"Med29"
"1422",NA,NA,"Bcl11b"
"1423",NA,NA,"Zfp831"
"1424",NA,NA,"Eif4ebp2"
"1425",NA,NA,"Mfge8"
"1426",NA,NA,"Xylt2"
"1427",NA,NA,"Elf4"
"1428",NA,NA,"Tmc6"
"1429",NA,NA,"Fam133b"
"1430",NA,NA,"Rbm28"
"1431",NA,NA,"Cycs"
"1432",NA,NA,"Rdm1"
"1433",NA,NA,"Emc9"
"1434",NA,NA,"Rab3d"
"1435",NA,NA,"Slfn4"
"1436",NA,NA,"Rabgap1l"
"1437",NA,NA,"Scaper"
"1438",NA,NA,"Arhgap30"
"1439",NA,NA,"Alcam"
"1440",NA,NA,"Pnpo"
"1441",NA,NA,"Nsd1"
"1442",NA,NA,"Triobp"
"1443",NA,NA,"Qsox1"
"1444",NA,NA,"Ralgps2"
"1445",NA,NA,"Gramd4"
"1446",NA,NA,"Cadm1"
"1447",NA,NA,"Fam3a"
"1448",NA,NA,"Capn1"
"1449",NA,NA,"Rassf3"
"1450",NA,NA,"Hsdl1"
"1451",NA,NA,"Rrp8"
"1452",NA,NA,"Ppp1r13b"
"1453",NA,NA,"Crot"
"1454",NA,NA,"Smc6"
"1455",NA,NA,"Rmnd1"
"1456",NA,NA,"Chst12"
"1457",NA,NA,"Heatr1"
"1458",NA,NA,"Slc25a32"
"1459",NA,NA,"Lypd6b"
"1460",NA,NA,"Slc10a3"
"1461",NA,NA,"Supt16"
"1462",NA,NA,"Tgtp2"
"1463",NA,NA,"Abcc3"
"1464",NA,NA,"Heca"
"1465",NA,NA,"Abcg1"
"1466",NA,NA,"Timm23"
"1467",NA,NA,"Faap20"
"1468",NA,NA,"Gadd45b"
"1469",NA,NA,"Dym"
"1470",NA,NA,"Litaf"
"1471",NA,NA,"Ankrd49"
"1472",NA,NA,"Tsen54"
"1473",NA,NA,"Slc9a9"
"1474",NA,NA,"Syf2"
"1475",NA,NA,"Usp2"
"1476",NA,NA,"Slc7a11"
"1477",NA,NA,"Pxylp1"
"1478",NA,NA,"Hexim1"
"1479",NA,NA,"Vcam1"
"1480",NA,NA,"Rp9"
"1481",NA,NA,"St8sia4"
"1482",NA,NA,"Gabpb1"
"1483",NA,NA,"Pkd1"
"1484",NA,NA,"Sptlc1"
"1485",NA,NA,"Rab3il1"
"1486",NA,NA,"Samd9l"
"1487",NA,NA,"Rgmb"
"1488",NA,NA,"Rnf144a"
"1489",NA,NA,"Arid1b"
"1490",NA,NA,"Tdg"
"1491",NA,NA,"Slc25a25"
"1492",NA,NA,"Orc5"
"1493",NA,NA,"Dalrd3"
"1494",NA,NA,"Habp4"
"1495",NA,NA,"Vamp5"
"1496",NA,NA,"Khk"
"1497",NA,NA,"Pik3r2"
"1498",NA,NA,"Ttc38"
"1499",NA,NA,"Nadk"
"1500",NA,NA,"Ehmt2"
"1501",NA,NA,"Bcap29"
"1502",NA,NA,"Tbx6"
"1503",NA,NA,"Mtmr4"
"1504",NA,NA,"Cd72"
"1505",NA,NA,"Nup43"
"1506",NA,NA,"Prmt6"
"1507",NA,NA,"2810004N23Rik"
"1508",NA,NA,"Cbr1"
"1509",NA,NA,"Mideas"
"1510",NA,NA,"Acot13"
"1511",NA,NA,"Sbno2"
"1512",NA,NA,"Fam98c"
"1513",NA,NA,"Poldip2"
"1514",NA,NA,"Ap3m2"
"1515",NA,NA,"Rnf11"
"1516",NA,NA,"Zfyve28"
"1517",NA,NA,"Naga"
"1518",NA,NA,"Slc30a4"
"1519",NA,NA,"Brd3"
"1520",NA,NA,"Wdr13"
"1521",NA,NA,"Bola2"
"1522",NA,NA,"Bcas3"
"1523",NA,NA,"Gabrr2"
"1524",NA,NA,"Btaf1"
"1525",NA,NA,"Adrb2"
"1526",NA,NA,"Anp32a"
"1527",NA,NA,"Plscr1"
"1528",NA,NA,"Tmem33"
"1529",NA,NA,"Tk2"
"1530",NA,NA,"Iqgap2"
"1531",NA,NA,"Eya2"
"1532",NA,NA,"Ywhag"
"1533",NA,NA,"Itgb3"
"1534",NA,NA,"Abcb9"
"1535",NA,NA,"Zmiz1"
"1536",NA,NA,"Atp8a1"
"1537",NA,NA,"Abhd17c"
"1538",NA,NA,"Pex11g"
"1539",NA,NA,"Paqr7"
"1540",NA,NA,"Timm13"
"1541",NA,NA,"Syne2"
"1542",NA,NA,"Ddr1"
"1543",NA,NA,"Cdkn2aip"
"1544",NA,NA,"Pelp1"
"1545",NA,NA,"Trbv3"
"1546",NA,NA,"Psmb7"
"1547",NA,NA,"Smarcc1"
"1548",NA,NA,"Pus1"
"1549",NA,NA,"Sgk3"
"1550",NA,NA,"Pcsk4"
"1551",NA,NA,"Gcdh"
"1552",NA,NA,"Snrk"
"1553",NA,NA,"Cic"
"1554",NA,NA,"Dhcr7"
"1555",NA,NA,"Ppm1j"
"1556",NA,NA,"Aprt"
"1557",NA,NA,"Mthfd1l"
"1558",NA,NA,"Sh2d5"
"1559",NA,NA,"Ccdc127"
"1560",NA,NA,"Dnm2"
"1561",NA,NA,"Gng2"
"1562",NA,NA,"Zfp467"
"1563",NA,NA,"Apex1"
"1564",NA,NA,"Tlr1"
"1565",NA,NA,"Pdap1"
"1566",NA,NA,"Hk2"
"1567",NA,NA,"AI854703"
"1568",NA,NA,"Zfp287"
"1569",NA,NA,"Eif3j1"
"1570",NA,NA,"Sh3rf1"
"1571",NA,NA,"Evi2a"
"1572",NA,NA,"Ecm1"
"1573",NA,NA,"Cxcr3"
"1574",NA,NA,"Ptgs1"
"1575",NA,NA,"Ydjc"
"1576",NA,NA,"Dennd1a"
"1577",NA,NA,"Slc39a4"
"1578",NA,NA,"Tmed5"
"1579",NA,NA,"1700056E22Rik"
"1580",NA,NA,"Rragd"
"1581",NA,NA,"Tmem191"
"1582",NA,NA,"Herc3"
"1583",NA,NA,"Prpf19"
"1584",NA,NA,"Fgf13"
"1585",NA,NA,"Acox1"
"1586",NA,NA,"Emc4"
"1587",NA,NA,"Uba6"
"1588",NA,NA,"Ifit2"
"1589",NA,NA,"Cep97"
"1590",NA,NA,"AU022252"
"1591",NA,NA,"Nap1l1"
"1592",NA,NA,"Prelid3b"
"1593",NA,NA,"Mrc1"
"1594",NA,NA,"Nfyb"
"1595",NA,NA,"Tnik"
"1596",NA,NA,"Trim21"
"1597",NA,NA,"Prrt1"
"1598",NA,NA,"St6gal1"
"1599",NA,NA,"Zfp397"
"1600",NA,NA,"Mrps10"
"1601",NA,NA,"Pdcd1lg2"
"1602",NA,NA,"C1qc"
"1603",NA,NA,"Trbv16"
"1604",NA,NA,"Cfdp1"
"1605",NA,NA,"Tlcd1"
"1606",NA,NA,"Rtn4rl1"
"1607",NA,NA,"Rnf32"
"1608",NA,NA,"Gimap7"
"1609",NA,NA,"Klc3"
"1610",NA,NA,"Slc5a6"
"1611",NA,NA,"Ctla2a"
"1612",NA,NA,"Lrrc23"
"1613",NA,NA,"Pde4d"
"1614",NA,NA,"Mapk3"
"1615",NA,NA,"Nrm"
"1616",NA,NA,"Trps1"
"1617",NA,NA,"Rnaset2b"
"1618",NA,NA,"Cyria"
"1619",NA,NA,"Pygb"
"1620",NA,NA,"Zer1"
"1621",NA,NA,"Ankrd28"
"1622",NA,NA,"P4htm"
"1623",NA,NA,"Trmt6"
"1624",NA,NA,"Dzip1"
"1625",NA,NA,"Camk2b"
"1626",NA,NA,"L1cam"
"1627",NA,NA,"Derl2"
"1628",NA,NA,"Crtc3"
"1629",NA,NA,"Ift140"
"1630",NA,NA,"Macrod1"
"1631",NA,NA,"Nbeal2"
"1632",NA,NA,"Kiz"
"1633",NA,NA,"Pogk"
"1634",NA,NA,"H1f0"
"1635",NA,NA,"Rorc"
"1636",NA,NA,"Txnrd3"
"1637",NA,NA,"Stab2"
"1638",NA,NA,"Kcnh3"
"1639",NA,NA,"Brk1"
"1640",NA,NA,"Appl2"
"1641",NA,NA,"Cd274"
"1642",NA,NA,"Glipr1"
"1643",NA,NA,"Bcl2a1d"
"1644",NA,NA,"Acyp1"
"1645",NA,NA,"Txndc9"
"1646",NA,NA,"Plekhg2"
"1647",NA,NA,"Atosa"
"1648",NA,NA,"Mrpl3"
"1649",NA,NA,"Timp1"
"1650",NA,NA,"Rhob"
"1651",NA,NA,"Adh1"
"1652",NA,NA,"Vps41"
"1653",NA,NA,"Saysd1"
"1654",NA,NA,"Dtwd1"
"1655",NA,NA,"Bicral"
"1656",NA,NA,"Ahnak"
"1657",NA,NA,"Gmip"
"1658",NA,NA,"Nt5dc1"
"1659",NA,NA,"Slc14a1"
"1660",NA,NA,"Ddx55"
"1661",NA,NA,"Zfp748"
"1662",NA,NA,"Elp1"
"1663",NA,NA,"Tor3a"
"1664",NA,NA,"Samd4"
"1665",NA,NA,"Decr2"
"1666",NA,NA,"Tet3"
"1667",NA,NA,"Bccip"
"1668",NA,NA,"Fosb"
"1669",NA,NA,"Txn1"
"1670",NA,NA,"Arl5a"
"1671",NA,NA,"St8sia1"
"1672",NA,NA,"Pcbd2"
"1673",NA,NA,"Swap70"
"1674",NA,NA,"Ptrh2"
"1675",NA,NA,"Hint2"
"1676",NA,NA,"Rwdd4a"
"1677",NA,NA,"Rab19"
"1678",NA,NA,"Cd22"
"1679",NA,NA,"Ntrk3"
"1680",NA,NA,"Tnk2"
"1681",NA,NA,"Pip5k1c"
"1682",NA,NA,"Tma16"
"1683",NA,NA,"Ppip5k2"
"1684",NA,NA,"Eml2"
"1685",NA,NA,"Nutf2"
"1686",NA,NA,"Aar2"
"1687",NA,NA,"Sytl1"
"1688",NA,NA,"Dis3l"
"1689",NA,NA,"Racgap1"
"1690",NA,NA,"Cacnb1"
"1691",NA,NA,"Narf"
"1692",NA,NA,"Snx14"
"1693",NA,NA,"Trmt2b"
"1694",NA,NA,"Dse"
"1695",NA,NA,"Pilra"
"1696",NA,NA,"Cbx7"
"1697",NA,NA,"Lrig1"
"1698",NA,NA,"Mrpl47"
"1699",NA,NA,"Hadh"
"1700",NA,NA,"Ugdh"
"1701",NA,NA,"Tbc1d30"
"1702",NA,NA,"Elf2"
"1703",NA,NA,"Pkmyt1"
"1704",NA,NA,"Utp11"
"1705",NA,NA,"Ndrg2"
"1706",NA,NA,"Crmp1"
"1707",NA,NA,"Fastkd5"
"1708",NA,NA,"9930012K11Rik"
"1709",NA,NA,"Gm49336"
"1710",NA,NA,"Traf3ip2"
"1711",NA,NA,"Atp5md"
"1712",NA,NA,"9930111J21Rik1"
"1713",NA,NA,"Calcoco1"
"1714",NA,NA,"Nab2"
"1715",NA,NA,"Cmss1"
"1716",NA,NA,"Atp2a2"
"1717",NA,NA,"Sirpa"
"1718",NA,NA,"Selenoi"
"1719",NA,NA,"Sesn2"
"1720",NA,NA,"Sipa1l1"
"1721",NA,NA,"Parn"
"1722",NA,NA,"Cyp27a1"
"1723",NA,NA,"Txnl1"
"1724",NA,NA,"Herc2"
"1725",NA,NA,"Vps13b"
"1726",NA,NA,"Cdyl"
"1727",NA,NA,"Zfp54"
"1728",NA,NA,"Mindy1"
"1729",NA,NA,"Suco"
"1730",NA,NA,"Slc35f2"
"1731",NA,NA,"Prkcz"
"1732",NA,NA,"Mrpl19"
"1733",NA,NA,"Cdin1"
"1734",NA,NA,"Rabggtb"
"1735",NA,NA,"Atxn7l1"
"1736",NA,NA,"Npm3"
"1737",NA,NA,"Slc25a23"
"1738",NA,NA,"Foxj2"
"1739",NA,NA,"Mgst3"
"1740",NA,NA,"Oma1"
"1741",NA,NA,"D3Ertd751e"
"1742",NA,NA,"Pqlc3"
"1743",NA,NA,"U2af1"
"1744",NA,NA,"Letm2"
"1745",NA,NA,"Tnrc6b"
"1746",NA,NA,"Ubtd2"
"1747",NA,NA,"Adamdec1"
"1748",NA,NA,"Mrps22"
"1749",NA,NA,"Jmjd4"
"1750",NA,NA,"Mak16"
"1751",NA,NA,"Fam234a"
"1752",NA,NA,"Rbm43"
"1753",NA,NA,"Elof1"
"1754",NA,NA,"Smim19"
"1755",NA,NA,"Pcca"
"1756",NA,NA,"Acot11"
"1757",NA,NA,"Aamdc"
"1758",NA,NA,"Champ1"
"1759",NA,NA,"Cdon"
"1760",NA,NA,"Cops7b"
"1761",NA,NA,"1700025G04Rik"
"1762",NA,NA,"Rnf38"
"1763",NA,NA,"Cacna2d4"
"1764",NA,NA,"Fbrsl1"
"1765",NA,NA,"Prkdc"
"1766",NA,NA,"Nup155"
"1767",NA,NA,"Smad3"
"1768",NA,NA,"Cyth3"
"1769",NA,NA,"Mib2"
"1770",NA,NA,"1810062G17Rik"
"1771",NA,NA,"Scap"
"1772",NA,NA,"Lmna"
"1773",NA,NA,"Nacc2"
"1774",NA,NA,"Gtf3c4"
"1775",NA,NA,"Slamf7"
"1776",NA,NA,"Leprot"
"1777",NA,NA,"Vegfa"
"1778",NA,NA,"Prkrip1"
"1779",NA,NA,"Atp5mpl"
"1780",NA,NA,"Exosc4"
"1781",NA,NA,"A630001G21Rik"
"1782",NA,NA,"Ifit1bl1"
"1783",NA,NA,"Cd320"
"1784",NA,NA,"Pip4p2"
"1785",NA,NA,"Akr1c18"
"1786",NA,NA,"Ripk2"
"1787",NA,NA,"St7l"
"1788",NA,NA,"Lonrf1"
"1789",NA,NA,"Sh2b1"
"1790",NA,NA,"Fbxw11"
"1791",NA,NA,"Qtrt2"
"1792",NA,NA,"Rab33b"
"1793",NA,NA,"Sult2b1"
"1794",NA,NA,"Hvcn1"
"1795",NA,NA,"Aldh2"
"1796",NA,NA,"Pdss1"
"1797",NA,NA,"H2bc27"
"1798",NA,NA,"Tceal9"
"1799",NA,NA,"Rnf43"
"1800",NA,NA,"Creld1"
"1801",NA,NA,"Klhl36"
"1802",NA,NA,"Gfra2"
"1803",NA,NA,"Trbv31"
"1804",NA,NA,"Pts"
"1805",NA,NA,"Tet1"
"1806",NA,NA,"Atp5g1"
"1807",NA,NA,"Usp28"
"1808",NA,NA,"Dglucy"
"1809",NA,NA,"Mrpl51"
"1810",NA,NA,"Slc1a4"
"1811",NA,NA,"Clec4a3"
"1812",NA,NA,"Rgs11"
"1813",NA,NA,"Smyd3"
"1814",NA,NA,"Csf1r"
"1815",NA,NA,"Mrps18b"
"1816",NA,NA,"Gpr89"
"1817",NA,NA,"Myadm"
"1818",NA,NA,"Ccdc61"
"1819",NA,NA,"Rbm45"
"1820",NA,NA,"Wls"
"1821",NA,NA,"Phf14"
"1822",NA,NA,"Grhpr"
"1823",NA,NA,"Polr3d"
"1824",NA,NA,"Pinx1"
"1825",NA,NA,"Polg2"
"1826",NA,NA,"Prickle3"
"1827",NA,NA,"Mapkapk2"
"1828",NA,NA,"Clybl"
"1829",NA,NA,"Pmpcb"
"1830",NA,NA,"Cetn4"
"1831",NA,NA,"Fasn"
"1832",NA,NA,"Gpnmb"
"1833",NA,NA,"Pcnt"
"1834",NA,NA,"Eef1akmt4"
"1835",NA,NA,"Cyb561a3"
"1836",NA,NA,"Tnfaip8l1"
"1837",NA,NA,"2310057M21Rik"
"1838",NA,NA,"Arrdc3"
"1839",NA,NA,"Pira2"
"1840",NA,NA,"Mrps17"
"1841",NA,NA,"Snrpa1"
"1842",NA,NA,"Trerf1"
"1843",NA,NA,"Phf11a"
"1844",NA,NA,"Celsr1"
"1845",NA,NA,"Pcmtd1"
"1846",NA,NA,"Tmem268"
"1847",NA,NA,"Traf3"
"1848",NA,NA,"Trmt12"
"1849",NA,NA,"Trp53inp2"
"1850",NA,NA,"Sorcs2"
"1851",NA,NA,"Patz1"
"1852",NA,NA,"Tmem26"
"1853",NA,NA,"Ethe1"
"1854",NA,NA,"Itpr3"
"1855",NA,NA,"Lsm12"
"1856",NA,NA,"Hltf"
"1857",NA,NA,"Parp16"
"1858",NA,NA,"Slc35a1"
"1859",NA,NA,"Gpatch4"
"1860",NA,NA,"Slc52a2"
"1861",NA,NA,"Slc6a9"
"1862",NA,NA,"Lif"
"1863",NA,NA,"Ccdc92"
"1864",NA,NA,"Mrpl28"
"1865",NA,NA,"Pou2af1"
"1866",NA,NA,"Pgrmc2"
"1867",NA,NA,"Unc5a"
"1868",NA,NA,"Mmp13"
"1869",NA,NA,"Kbtbd11"
"1870",NA,NA,"Tbl1xr1"
"1871",NA,NA,"Pid1"
"1872",NA,NA,"Emc8"
"1873",NA,NA,"Kmt5c"
"1874",NA,NA,"Slc46a3"
"1875",NA,NA,"Cisd3"
"1876",NA,NA,"Dnah8"
"1877",NA,NA,"Cmtr2"
"1878",NA,NA,"Tbc1d5"
"1879",NA,NA,"Ifitm10"
"1880",NA,NA,"Abcd4"
"1881",NA,NA,"Haus8"
"1882",NA,NA,"Polr2f"
"1883",NA,NA,"Ybx3"
"1884",NA,NA,"Dis3l2"
"1885",NA,NA,"Poglut1"
"1886",NA,NA,"Tsfm"
"1887",NA,NA,"Ift57"
"1888",NA,NA,"Fmnl1"
"1889",NA,NA,"Septin9"
"1890",NA,NA,"Gtf2e1"
"1891",NA,NA,"Oga"
"1892",NA,NA,"Ggt1"
"1893",NA,NA,"Trp53rkb"
"1894",NA,NA,"Fto"
"1895",NA,NA,"Thap4"
"1896",NA,NA,"Lsm7"
"1897",NA,NA,"Tamm41"
"1898",NA,NA,"Smpd5"
"1899",NA,NA,"Ifi206"
"1900",NA,NA,"AW209491"
"1901",NA,NA,"Hectd3"
"1902",NA,NA,"Abcd2"
"1903",NA,NA,"Gm5150"
"1904",NA,NA,"Tut4"
"1905",NA,NA,"Kdm7a"
"1906",NA,NA,"Ets2"
"1907",NA,NA,"Sertad3"
"1908",NA,NA,"Xaf1"
"1909",NA,NA,"Trbv15"
"1910",NA,NA,"Irf6"
"1911",NA,NA,"Slc25a45"
"1912",NA,NA,"Tex9"
"1913",NA,NA,"Rb1cc1"
"1914",NA,NA,"Btbd2"
"1915",NA,NA,"Fcf1"
"1916",NA,NA,"Sp140"
"1917",NA,NA,"D2hgdh"
"1918",NA,NA,"Pdk2"
"1919",NA,NA,"Pld4"
"1920",NA,NA,"Atl3"
"1921",NA,NA,"Prmt9"
"1922",NA,NA,"Trbv13-1"
"1923",NA,NA,"Mthfd1"
"1924",NA,NA,"Ndufa5"
"1925",NA,NA,"Yars2"
"1926",NA,NA,"Zdhhc9"
"1927",NA,NA,"Gm35315"
"1928",NA,NA,"Ctnnb1"
"1929",NA,NA,"Hspa13"
"1930",NA,NA,"Pomt2"
"1931",NA,NA,"Sinhcaf"
"1932",NA,NA,"Maf"
"1933",NA,NA,"Galnt7"
"1934",NA,NA,"Rbm34"
"1935",NA,NA,"Ezh1"
"1936",NA,NA,"Helb"
"1937",NA,NA,"Dpagt1"
"1938",NA,NA,"Itgal"
"1939",NA,NA,"Cyp4v3"
"1940",NA,NA,"Exosc1"
"1941",NA,NA,"Eva1b"
"1942",NA,NA,"Bckdhb"
"1943",NA,NA,"Cdc42ep3"
"1944",NA,NA,"Hsd17b7"
"1945",NA,NA,"Cmpk2"
"1946",NA,NA,"Phip"
"1947",NA,NA,"Tada2a"
"1948",NA,NA,"Acap2"
"1949",NA,NA,"Mul1"
"1950",NA,NA,"Cbx8"
"1951",NA,NA,"Zfp692"
"1952",NA,NA,"Anxa2"
"1953",NA,NA,"Insr"
"1954",NA,NA,"Bag3"
"1955",NA,NA,"Btf3l4"
"1956",NA,NA,"Stk40"
"1957",NA,NA,"Ms4a4c"
"1958",NA,NA,"Cep57l1"
"1959",NA,NA,"Ino80e"
"1960",NA,NA,"Tube1"
"1961",NA,NA,"Fdft1"
"1962",NA,NA,"E2f2"
"1963",NA,NA,"Bdh2"
"1964",NA,NA,"Syde2"
"1965",NA,NA,"Fcgrt"
"1966",NA,NA,"Pfas"
"1967",NA,NA,"Hsh2d"
"1968",NA,NA,"Top1"
"1969",NA,NA,"Ctdsp2"
"1970",NA,NA,"Timm8a1"
"1971",NA,NA,"Thyn1"
"1972",NA,NA,"Fbxl17"
"1973",NA,NA,"Jmy"
"1974",NA,NA,"Alpk2"
"1975",NA,NA,"Bicdl1"
"1976",NA,NA,"Afap1"
"1977",NA,NA,"Nfatc2"
"1978",NA,NA,"Naaa"
"1979",NA,NA,"Smg9"
"1980",NA,NA,"Itgad"
"1981",NA,NA,"Stk39"
"1982",NA,NA,"Rgl1"
"1983",NA,NA,"Lgals8"
"1984",NA,NA,"Abcg3"
"1985",NA,NA,"Castor1"
"1986",NA,NA,"Rapgef4"
"1987",NA,NA,"Uxt"
"1988",NA,NA,"Dtx3"
"1989",NA,NA,"Tcn2"
"1990",NA,NA,"Plekhm3"
"1991",NA,NA,"Phf11c"
"1992",NA,NA,"Trafd1"
"1993",NA,NA,"Serpini1"
"1994",NA,NA,"Atf6b"
"1995",NA,NA,"Fry"
"1996",NA,NA,"Ufl1"
"1997",NA,NA,"Ccsap"
"1998",NA,NA,"Tmem141"
"1999",NA,NA,"Xrn1"
"2000",NA,NA,"Vmac"
"2001",NA,NA,"Map1b"
"2002",NA,NA,"Plin2"
"2003",NA,NA,"Fem1a"
"2004",NA,NA,"Mpeg1"
"2005",NA,NA,"Trim37"
"2006",NA,NA,"Trbv12-2"
"2007",NA,NA,"Fam53c"
"2008",NA,NA,"Ptpre"
"2009",NA,NA,"Cnih1"
"2010",NA,NA,"Spice1"
"2011",NA,NA,"Acadl"
"2012",NA,NA,"Zfp930"
"2013",NA,NA,"Pycrl"
"2014",NA,NA,"Coq4"
"2015",NA,NA,"Slc37a1"
"2016",NA,NA,"Ccdc28a"
"2017",NA,NA,"Adgrl1"
"2018",NA,NA,"Tubb6"
"2019",NA,NA,"Lgals7"
"2020",NA,NA,"Adcy3"
"2021",NA,NA,"Oas1c"
"2022",NA,NA,"Pank3"
"2023",NA,NA,"Tlr7"
"2024",NA,NA,"Tm7sf3"
"2025",NA,NA,"Rcor3"
"2026",NA,NA,"Gpr34"
"2027",NA,NA,"Ptch1"
"2028",NA,NA,"Msrb2"
"2029",NA,NA,"Rab3a"
"2030",NA,NA,"Wdr91"
"2031",NA,NA,"Med7"
"2032",NA,NA,"Ascc2"
"2033",NA,NA,"Nod1"
"2034",NA,NA,"Far1"
"2035",NA,NA,"Xpa"
"2036",NA,NA,"Rps6ka3"
"2037",NA,NA,"Pdcd11"
"2038",NA,NA,"Gucd1"
"2039",NA,NA,"Pglyrp1"
"2040",NA,NA,"Fancf"
"2041",NA,NA,"Eogt"
"2042",NA,NA,"Nomo1"
"2043",NA,NA,"Map3k4"
